time	E5_T3	E4_T3
-7629.5	7.71E-06	
-7624.5	6.46E-06	
-7619.5	5.21E-06	
-7614.5	7.92E-06	
-7609.5	7.09E-06	
-7604.5	8.54E-06	
-7599.5	9.17E-06	
-7594.5	7.09E-06	
-7589.5	6.67E-06	
-7584.5	9.79E-06	
-7579.5	7.29E-06	
-7574.5	8.75E-06	
-7569.5	7.71E-06	
-7564.5	6.67E-06	
-7559.5	7.92E-06	
-7554.5	7.09E-06	
-7549.5	8.33E-06	
-7544.5	9.38E-06	
-7539.5	8.96E-06	
-7534.5	9.17E-06	
-7529.5	9.79E-06	
-7524.5	6.88E-06	
-7519.5	0.000010833	
-7514.5	0.000008126	
-7509.5	0.000009167	
-7504.5	0.000009376	
-7499.5	0.000009792	
-7494.5	0.00000771	
-7489.5	0.000009167	
-7484.5	0.000008541	
-7479.5	0.000009167	
-7474.5	0.000010001	
-7469.5	0.000007085	
-7464.5	0.000010417	
-7459.5	0.000013334	
-7454.5	0.000008332	
-7449.5	0.000011042	
-7444.5	0.000009376	
-7439.5	0.000008751	
-7434.5	0.000010833	
-7429.5	0.000010833	
-7424.5	0.000010833	
-7419.5	0.000010001	
-7414.5	0.000010833	
-7409.5	0.000009792	
-7404.5	0.000011042	
-7399.5	0.000011249	
-7394.5	0.000010208	
-7389.5	0.000012915	
-7384.5	0.000009792	
-7379.5	0.000010623	
-7374.5	1.04E-05	
-7369.5	1.25E-05	
-7364.5	0.000012709	
-7359.5	0.00001375	
-7354.5	0.000013334	
-7349.5	0.000011874	
-7344.5	0.000010208	
-7339.5	0.000012083	
-7334.5	0.000011042	
-7329.5	0.000014375	
-7324.5	0.000012709	
-7319.5	0.000011874	
-7314.5	0.00001375	
-7309.5	0.000013124	
-7304.5	0.000010623	
-7299.5	0.00001375	
-7294.5	0.000012915	
-7289.5	0.00001375	
-7284.5	0.000011668	
-7279.5	0.000010417	
-7274.5	0.000012293	
-7269.5	0.000014791	
-7264.5	0.000014165	
-7259.5	0.000016041	
-7254.5	0.00001354	
-7249.5	0.000013959	
-7244.5	0.000015626	
-7239.5	0.000017292	
-7234.5	0.000015206	
-7229.5	0.00002125	
-7224.5	0.000015	
-7219.5	0.000014585	
-7214.5	0.000017498	
-7209.5	0.000018543	
-7204.5	0.000015626	
-7199.5	0.000016457	
-7194.5	0.000015626	
-7189.5	0.000016457	
-7184.5	0.000015832	
-7179.5	0.000015206	
-7174.5	0.000012293	
-7169.5	0.000016457	
-7164.5	0.000020415	
-7159.5	0.00002104	
-7154.5	1.65E-05	
-7149.5	1.52E-05	
-7144.5	0.000016457	
-7139.5	0.000018543	
-7134.5	0.000020834	
-7129.5	0.000019168	
-7124.5	0.000017292	
-7119.5	0.000020625	
-7114.5	0.000019999	
-7109.5	0.000020415	
-7104.5	0.000020834	
-7099.5	0.00002125	
-7094.5	0.000019584	
-7089.5	0.000019168	
-7084.5	0.000017708	
-7079.5	0.000020415	
-7074.5	0.000019168	
-7069.5	0.000021666	
-7064.5	0.000019999	
-7059.5	0.000021666	
-7054.5	0.000018958	
-7049.5	0.000020625	
-7044.5	0.000019584	
-7039.5	0.000024167	
-7034.5	0.000020209	
-7029.5	0.000022501	
-7024.5	0.000019999	
-7019.5	0.00002146	
-7014.5	0.000023542	
-7009.5	0.000028125	
-7004.5	0.000027084	
-6999.5	0.000023126	
-6994.5	0.000024377	
-6989.5	0.000022085	
-6984.5	0.000022707	
-6979.5	0.000022501	
-6974.5	0.000029376	
-6969.5	0.00002146	
-6964.5	0.000023542	
-6959.5	0.00002729	
-6954.5	0.000026043	
-6949.5	0.000022085	
-6944.5	0.000024377	
-6939.5	0.000026043	
-6934.5	0.000022085	
-6929.5	0.000022916	
-6924.5	0.00002896	
-6919.5	0.000026874	
-6914.5	0.00002875	
-6909.5	0.000028541	
-6904.5	0.000028125	
-6899.5	0.000026874	
-6894.5	0.00003187	
-6889.5	0.000026043	
-6884.5	0.000025833	
-6879.5	0.000028541	
-6874.5	0.00003167	
-6869.5	0.000028541	
-6864.5	0.00003208	
-6859.5	0.000027915	
-6854.5	0.00003208	
-6849.5	0.000029582	
-6844.5	0.00003375	
-6839.5	0.000030626	
-6834.5	0.00003437	
-6829.5	0.00003375	
-6824.5	0.00002875	
-6819.5	0.00003604	
-6814.5	0.00003167	
-6809.5	0.00003708	
-6804.5	0.00003333	
-6799.5	0.00003396	
-6794.5	0.00003375	
-6789.5	0.00003667	
-6784.5	0.00003312	
-6779.5	0.00003958	
-6774.5	0.00003292	
-6769.5	0.00004	
-6764.5	0.00003604	
-6759.5	0.00003771	
-6754.5	0.00003813	
-6749.5	0.00004062	
-6744.5	0.00003917	
-6739.5	0.00003979	
-6734.5	0.00003917	
-6729.5	0.00004042	
-6724.5	0.000045	
-6719.5	0.00003979	
-6714.5	0.0000375	
-6709.5	0.00004417	
-6704.5	0.00004708	
-6699.5	0.00004292	
-6694.5	0.00003833	
-6689.5	0.00004625	
-6684.5	0.00005042	
-6679.5	0.00004791	
-6674.5	0.00004354	
-6669.5	0.00004271	
-6664.5	0.00004833	
-6659.5	0.00004833	
-6654.5	0.00004937	
-6649.5	0.00004583	
-6644.5	0.00004583	
-6639.5	0.00004729	
-6634.5	0.00004812	
-6629.5	0.00004687	
-6624.5	0.00004354	
-6619.5	0.00005625	
-6614.5	0.00004812	
-6609.5	0.00005146	
-6604.5	0.000055	
-6599.5	0.00005979	
-6594.5	0.00005708	
-6589.5	0.00005292	
-6584.5	0.00005354	
-6579.5	0.0000525	
-6574.5	0.00005479	
-6569.5	0.00005437	
-6564.5	0.0000575	
-6559.5	0.00005521	
-6554.5	0.00005562	
-6549.5	0.00005625	
-6544.5	0.00006083	
-6539.5	0.0000625	
-6534.5	0.00005729	
-6529.5	0.00006521	
-6524.5	0.00006021	
-6519.5	0.00005958	
-6514.5	0.00006292	
-6509.5	0.00006604	
-6504.5	0.0000675	
-6499.5	0.00006354	
-6494.5	0.00006458	
-6489.5	0.00006708	
-6484.5	0.00006812	
-6479.5	0.00006625	
-6474.5	0.00006708	
-6469.5	0.00006521	
-6464.5	0.00007188	
-6459.5	0.00006792	
-6454.5	0.00006812	
-6449.5	0.00008062	
-6444.5	0.00007458	
-6439.5	0.00007396	
-6434.5	0.00007687	
-6429.5	0.00006625	
-6424.5	0.00007792	
-6419.5	0.00007313	
-6414.5	0.00007646	
-6409.5	0.00007979	
-6404.5	0.000075	
-6399.5	0.000085	
-6394.5	0.00007771	
-6389.5	0.00008104	
-6384.5	0.00008187	
-6379.5	0.00008375	
-6374.5	0.00008875	
-6369.5	0.00008479	
-6364.5	0.00008291	
-6359.5	0.00007938	
-6354.5	0.00008667	
-6349.5	0.0000875	
-6344.5	0.00009	
-6339.5	0.00009104	
-6334.5	0.00009417	
-6329.5	0.00009229	
-6324.5	0.00009354	
-6319.5	9.77E-05	
-6314.5	9.90E-05	
-6309.5	9.23E-05	
-6304.5	0.00009417	
-6299.5	0.00010875	
-6294.5	0.00010312	
-6289.5	0.00010521	
-6284.5	0.00010708	
-6279.5	0.00011021	
-6274.5	0.00010521	
-6269.5	0.00011438	
-6264.5	0.00010583	
-6259.5	0.00010542	
-6254.5	0.00010271	
-6249.5	0.00011292	
-6244.5	0.00011062	
-6239.5	0.00012083	
-6234.5	0.00011438	
-6229.5	0.00011583	
-6224.5	0.00012146	
-6219.5	0.00012	
-6214.5	0.00013042	
-6209.5	0.00012437	
-6204.5	0.00011833	
-6199.5	0.00012875	
-6194.5	0.00013187	
-6189.5	0.00013208	
-6184.5	0.00012562	
-6179.5	0.00012729	
-6174.5	0.00014188	
-6169.5	0.00012854	
-6164.5	0.00013792	
-6159.5	0.00014542	
-6154.5	0.00012771	
-6149.5	0.00014687	
-6144.5	0.0001425	
-6139.5	0.00014875	
-6134.5	0.00015812	
-6129.5	0.00014646	
-6124.5	0.00014375	
-6119.5	0.00015604	
-6114.5	0.00015167	
-6109.5	0.00016229	
-6104.5	0.00016104	
-6099.5	0.00015958	
-6094.5	0.00016438	
-6089.5	0.00016458	
-6084.5	0.00017229	
-6079.5	0.00016854	
-6074.5	0.00017687	
-6069.5	0.00017771	
-6064.5	0.00017208	
-6059.5	0.00018166	
-6054.5	0.00018146	
-6049.5	0.000175	
-6044.5	0.00018604	
-6039.5	0.00019104	
-6034.5	0.00018729	
-6029.5	0.00019708	
-6024.5	0.00020396	
-6019.5	0.00019125	
-6014.5	0.00019979	
-6009.5	0.00021083	
-6004.5	0.00019625	
-5999.5	0.00021708	
-5994.5	0.00022021	
-5989.5	0.00021187	
-5984.5	0.00021271	
-5979.5	0.00022291	
-5974.5	0.00023021	
-5969.5	0.00022979	
-5964.5	0.00024125	
-5959.5	0.00023125	
-5954.5	0.00023208	
-5949.5	0.00023354	
-5944.5	0.00025542	
-5939.5	0.0002525	0
-5934.5	2.48E-04	0.00E+00
-5929.5	2.50E-04	0.00E+00
-5924.5	2.45E-04	0.00E+00
-5919.5	2.68E-04	0.00E+00
-5914.5	2.62E-04	0.00E+00
-5909.5	2.59E-04	0.00E+00
-5904.5	2.81E-04	0.00E+00
-5899.5	0.00027271	0.00E+00
-5894.5	0.00029312	0.00E+00
-5889.5	0.00028666	0
-5884.5	0.00029917	0.00E+00
-5879.5	0.00030625	0.00E+00
-5874.5	0.00029979	0.00E+00
-5869.5	0.00030791	0.00E+00
-5864.5	0.00031541	0.00E+00
-5859.5	0.0003269	0.00E+00
-5854.5	0.00030521	0.00E+00
-5849.5	0.0003177	0
-5844.5	0.0003235	0.00E+00
-5839.5	0.0003377	0.00E+00
-5834.5	0.0003298	0.00E+00
-5829.5	0.0003348	0.00E+00
-5824.5	0.0003525	0.00E+00
-5819.5	0.0003548	0.00E+00
-5814.5	0.0003529	0.00E+00
-5809.5	0.0003629	0.00E+00
-5804.5	0.0003679	0.00E+00
-5799.5	0.0003915	0.00E+00
-5794.5	0.0004023	0.00E+00
-5789.5	0.0004021	0.00E+00
-5784.5	0.0004065	0.00E+00
-5779.5	0.0004071	0.00E+00
-5774.5	0.0004267	0.00E+00
-5769.5	0.0004062	0
-5764.5	0.0004471	0
-5759.5	0.000444	0.00E+00
-5754.5	0.00043	0.00E+00
-5749.5	0.0004452	0.00E+00
-5744.5	0.0004565	0
-5739.5	0.000465	0
-5734.5	0.0004727	0.00E+00
-5729.5	0.0004696	0
-5724.5	0.0004806	0
-5719.5	0.0004958	0.00E+00
-5714.5	0.0005277	0.00E+00
-5709.5	0.0005365	0.00E+00
-5704.5	0.0005452	0.00E+00
-5699.5	0.0005452	0.00E+00
-5694.5	0.0005623	0.00E+00
-5689.5	0.0005412	0
-5684.5	0.0005752	0.00E+00
-5679.5	0.000586	0.00E+00
-5674.5	0.0005996	0.00E+00
-5669.5	0.0006131	0.00E+00
-5664.5	0.0006112	0.00E+00
-5659.5	0.0006423	0.00E+00
-5654.5	0.0006508	0
-5649.5	0.0006642	0.00E+00
-5644.5	0.0006629	0.00E+00
-5639.5	0.0007075	0.00E+00
-5634.5	0.0007142	0
-5629.5	0.000725	0.00E+00
-5624.5	0.0007115	0.00E+00
-5619.5	0.0007442	0.00E+00
-5614.5	0.0007294	0
-5609.5	0.000804	0
-5604.5	0.0007979	0
-5599.5	0.0008235	0.00E+00
-5594.5	0.0008173	0
-5589.5	0.000856	0.00E+00
-5584.5	0.0008717	0
-5579.5	0.0009071	0
-5574.5	0.0009075	0.00E+00
-5569.5	0.0009135	0.00E+00
-5564.5	0.0009567	0.00E+00
-5559.5	0.0009712	0.00E+00
-5554.5	0.0010115	0.00E+00
-5549.5	0.0010181	0
-5544.5	0.0010283	0
-5539.5	0.0011035	0.00E+00
-5534.5	0.0011252	0.00E+00
-5529.5	0.0011173	0.00E+00
-5524.5	0.0011675	0.00E+00
-5519.5	0.001209	0.00E+00
-5514.5	0.0012323	0
-5509.5	0.0012712	0.00E+00
-5504.5	0.0012873	0.00E+00
-5499.5	0.0013446	0.00E+00
-5494.5	0.0013458	0.00E+00
-5489.5	0.00138	0
-5484.5	0.0014304	0
-5479.5	0.0014814	0
-5474.5	0.0015237	0
-5469.5	0.0015596	0.00E+00
-5464.5	0.0015787	0.00E+00
-5459.5	0.0016671	0
-5454.5	0.0017258	0.00E+00
-5449.5	0.0017446	0.00E+00
-5444.5	0.0018139	0
-5439.5	0.0018558	0.00E+00
-5434.5	0.0019369	0
-5429.5	0.002005	0
-5424.5	0.0020394	0.00E+00
-5419.5	0.0021148	0
-5414.5	0.0022367	0
-5409.5	0.0022489	0.00E+00
-5404.5	0.0023387	0.00E+00
-5399.5	0.0024237	0
-5394.5	0.0025327	0.00E+00
-5389.5	0.0026187	0
-5384.5	0.0027652	0.00E+00
-5379.5	0.0028831	0
-5374.5	0.0029789	0.00E+00
-5369.5	0.0030598	0.00E+00
-5364.5	0.003241	0
-5359.5	0.003287	0
-5354.5	0.003334	0
-5349.5	0.003367	0.00E+00
-5344.5	0.00347	0
-5339.5	0.003554	0.00E+00
-5334.5	0.003539	0
-5329.5	0.003543	0
-5324.5	0.003615	0
-5319.5	0.003581	0.00E+00
-5314.5	0.003354	1.25E-06
-5309.5	0.0030694	1.67E-06
-5304.5	0.0027531	0.000013125
-5299.5	0.0024969	0.00006854
-5294.5	0.0023812	0.00018854
-5289.5	0.0023142	0.0003571
-5284.5	0.0022819	0.000509
-5279.5	0.0023012	0.0006998
-5274.5	0.0022358	0.0008594
-5269.5	0.0021658	0.0009746
-5264.5	0.0021104	0.001054
-5259.5	0.0020069	0.0011381
-5254.5	0.0019737	0.001211
-5249.5	0.001815	0.0013117
-5244.5	0.0016239	0.0013775
-5239.5	0.0013552	0.001446
-5234.5	0.0010448	0.0015315
-5229.5	0.000705	0.0015052
-5224.5	0.0003754	0.0015731
-5219.5	0.00012771	0.0016906
-5214.5	0.000030417	0.0019394
-5209.5	0.000003542	0.0022567
-5204.5	0.000001041	0.002655
-5199.5	0.000001876	0.0027708
-5194.5	1.67E-06	0.0027019
-5189.5	4.16E-07	0.0026217
-5184.5	6.25E-07	0.00257
-5179.5	1.25E-06	0.0024588
-5174.5	1.46E-06	0.0024648
-5169.5	6.25E-07	0.002486
-5164.5	4.16E-07	0.0025475
-5159.5	8.35E-07	0.0026094
-5154.5	1.67E-06	0.0026875
-5149.5	8.35E-07	0.0027581
-5144.5	0	0.0028006
-5139.5	0	0.0028498
-5134.5	0	0.0029492
-5129.5	0	0.0029285
-5124.5	0	0.0029427
-5119.5	0	0.0029894
-5114.5	0	0.0029202
-5109.5	0	0.0029831
-5104.5	0	0.0029685
-5099.5	0	0.0029946
-5094.5	0	2.98E-03
-5089.5	0	0.0029856
-5084.5	0	0.0029383
-5079.5	0	0.0029429
-5074.5	0	0.002955
-5069.5	0	0.0028819
-5064.5	0	0.002816
-5059.5	0	0.0027383
-5054.5	0	2.75E-03
-5049.5	0	2.64E-03
-5044.5	0	2.58E-03
-5039.5	0	0.0025038
-5034.5	0	2.38E-03
-5029.5	0	2.28E-03
-5024.5	0	2.20E-03
-5019.5	0	2.11E-03
-5014.5	0	2.07E-03
-5009.5	0	2.01E-03
-5004.5	0	1.93E-03
-4999.5	0	1.85E-03
-4994.5	0	1.79E-03
-4989.5	0	1.73E-03
-4984.5	0	1.71E-03
-4979.5	0	1.65E-03
-4974.5	0	1.60E-03
-4969.5	0	1.52E-03
-4964.5	0	1.49E-03
-4959.5	0	1.45E-03
-4954.5	0	1.39E-03
-4949.5	0	1.35E-03
-4944.5	0	1.31E-03
-4939.5	0	1.26E-03
-4934.5	0	1.24E-03
-4929.5	0	1.19E-03
-4924.5	0	1.18E-03
-4919.5	0	1.11E-03
-4914.5	0	1.09E-03
-4909.5	0	1.07E-03
-4904.5	0	0.0010323
-4899.5	0	0.0010277
-4894.5	0	0.0009731
-4889.5	0	0.0009367
-4884.5	0	0.000934
-4879.5	0	0.0009113
-4874.5	0	0.000854
-4869.5	0	0.0008692
-4864.5	0	0.0008215
-4859.5	0	0.0008383
-4854.5	0	0.0007973
-4849.5	0	0.000776
-4844.5	0	0.0007344
-4839.5	0	0.0007204
-4834.5	0	0.0007138
-4829.5	0	0.0006844
-4824.5	0	0.000661
-4819.5	0	0.0006473
-4814.5	0	0.0006485
-4809.5	0	0.0006346
-4804.5	0	0.0006027
-4799.5	0	0.0005919
-4794.5	0	0.0006031
-4789.5	0	0.0005594
-4784.5	0	0.0005563
-4779.5	0	0.0005404
-4774.5	0	0.0005377
-4769.5	0	0.0005177
-4764.5	0	0.0004981
-4759.5	0	5.03E-04
-4754.5	0	4.81E-04
-4749.5	0	0.0004665
-4744.5	0	0.0004535
-4739.5	0	0.0004456
-4734.5	0	0.0004333
-4729.5	0	0.0004075
-4724.5	0	0.0004
-4719.5	0	0.0004054
-4714.5	0	0.0003902
-4709.5	0	0.0003819
-4704.5	0	0.000366
-4699.5	0	0.0003752
-4694.5	0	0.0003513
-4689.5	0	0.0003375
-4684.5	0	0.0003477
-4679.5	0	0.0003335
-4674.5	0	0.0003296
-4669.5	0	0.0003169
-4664.5	0	0.0003192
-4659.5	0	0.00030562
-4654.5	0	0.00028646
-4649.5	0	0.00029271
-4644.5	0	0.00027542
-4639.5	0	0.00028
-4634.5	0	0.00026854
-4629.5	0	0.00026
-4624.5	0	0.00025917
-4619.5	0	0.00026125
-4614.5	0	0.00023542
-4609.5	0	0.00023875
-4604.5	0	0.00022792
-4599.5	0	0.0002375
-4594.5	0	0.00021167
-4589.5	0	0.00020729
-4584.5	0	0.00021458
-4579.5	0	0.00020812
-4574.5	0	0.00020688
-4569.5	0	0.00019542
-4564.5	0	0.0001925
-4559.5	0	0.00017917
-4554.5	0	0.00018687
-4549.5	0	0.00018563
-4544.5	0	0.00017833
-4539.5	0	1.71E-04
-4534.5	0	1.63E-04
-4529.5	0	0.00017146
-4524.5	0	0.00015646
-4519.5	0	0.00016
-4514.5	0	0.00015375
-4509.5		0.00015458
-4504.5		0.00015208
-4499.5		0.00014042
-4494.5		0.00014646
-4489.5		0.00014396
-4484.5		0.00012833
-4479.5		0.00013979
-4474.5		0.00013104
-4469.5		0.00012917
-4464.5		0.00010958
-4459.5		0.00011646
-4454.5		0.00011292
-4449.5		0.00011854
-4444.5		0.00011771
-4439.5		0.00011417
-4434.5		0.00011
-4429.5		0.00011063
-4424.5		0.00009917
-4419.5		0.00010417
-4414.5		0.00009812
-4409.5		0.00009437
-4404.5		0.00008938
-4399.5		0.00009042
-4394.5		0.00008458
-4389.5		0.00009125
-4384.5		0.00008438
-4379.5		0.00008729
-4374.5		0.00008
-4369.5		0.00008042
-4364.5		0.00008417
-4359.5		0.00007
-4354.5		0.00007563
-4349.5		0.00008
-4344.5		0.00007708
-4339.5		0.00007271
-4334.5		0.00006875
-4329.5		0.00006125
-4324.5		0.00007042
-4319.5		0.00006521
-4314.5		0.00006604
-4309.5		0.00006271
-4304.5		0.00006646
-4299.5		0.00006604
-4294.5		0.00005562
-4289.5		0.00005729
-4284.5		0.00005917
-4279.5		0.00005271
-4274.5		0.00005146
-4269.5		0.00005417
-4264.5		0.00005292
-4259.5		0.00004875
-4254.5		0.00004667
-4249.5		0.00004979
-4244.5		0.00004854
-4239.5		0.00004646
-4234.5		0.00004771
-4229.5		0.00004292
-4224.5		0.00004542
-4219.5		0.00003604
-4214.5		0.00004604
-4209.5		0.00003437
-4204.5		0.00003875
-4199.5		0.00003562
-4194.5		0.00003417
-4189.5		0.000030832
-4184.5		0.0000325
-4179.5		0.00003187
-4174.5		0.000030626
-4169.5		0.000028958
-4164.5		0.000031252
-4159.5		0.000030626
-4154.5		0.000026667
-4149.5		0.000028541
-4144.5		0.00002396
-4139.5		0.000024792
-4134.5		0.000028335
-4129.5		0.000024166
-4124.5		0.00002354
-4119.5		0.000024376
-4114.5		0.000024999
-4109.5		0.000023124
-4104.5		0.00002125
-4099.5		0.000020207
-4094.5		0.000020833
-4089.5		0.000024999
-4084.5		0.000015832
-4079.5		0.000017917
-4074.5		0.000019375
-4069.5		0.000021043
-4064.5		0.000017084
-4059.5		0.000015
-4054.5		0.000018333
-4049.5		0.000015626
-4044.5		0.000015416
-4039.5		0.000014374
-4034.5		0.000017707
-4029.5		0.000015626
-4024.5		0.000014584
-4019.5		0.000013958
-4014.5		0.00001521
-4009.5		0.000010418
-4004.5		0.000012293
-3999.5		0.000013542
-3994.5		0.000009583
-3989.5		0.000013542
-3984.5		0.000013332
-3979.5		0.000010418
-3974.5		0.000009792
-3969.5		0.000011041
-3964.5		0.00000625
-3959.5		0.000009583
-3954.5		0.000011041
-3949.5		0.000007082
-3944.5		0.000006666
-3939.5		0.000009792
-3934.5		0.000008541
-3929.5		0.000007292
-3924.5		0.000006876
-3919.5		0.000006666
-3914.5		0.000006043
-3909.5		0.000008334
-3904.5		0.00000625
-3899.5		0.000006876
-3894.5		0.000006666
-3889.5		0.000005208
-3884.5		0.000005001
-3879.5		0.000006876
-3874.5		2.71E-06
-3869.5		0.000004791
-3864.5		0.000004585
-3859.5		0.00000625
-3854.5		0.000003543
-3849.5		0.000004585
-3844.5		3.13E-06
-3839.5		0.000004165
-3834.5		0.000003333
-3829.5		0.000005417
-3824.5		2.92E-06
-3819.5		2.29E-06
-3814.5		3.13E-06
-3809.5		2.92E-06
-3804.5		2.92E-06
-3799.5		3.13E-06
-3794.5		1.87E-06
-3789.5		2.29E-06
-3784.5		2.92E-06
-3779.5		1.04E-06
-3774.5		2.29E-06
-3769.5		2.08E-06
-3764.5		2.08E-06
-3759.5		1.87E-06
-3754.5		8.33E-07
-3749.5		1.04E-06
-3744.5		1.87E-06
-3739.5		1.46E-06
-3734.5		1.04E-06
-3729.5		1.04E-06
-3724.5		4.16E-07
-3719.5		6.26E-07
-3714.5		0
-3709.5		6.26E-07
-3704.5		8.33E-07
-3699.5		8.33E-07
-3694.5		2.10E-07
-3689.5		
-3684.5		
-3679.5		
-3674.5		
-3669.5		
-3664.5		
-3659.5		
-3654.5		
-3649.5		
-3644.5		
-3639.5		
-3634.5		
-3629.5		
-3624.5		
-3619.5		
-3614.5		
-3609.5		
-3604.5		
-3599.5		
-3594.5		
-3589.5		
-3584.5		
-3579.5		
-3574.5		
-3569.5		
-3564.5		
-3559.5		
-3554.5		
-3549.5		
-3544.5		
-3539.5		
-3534.5		
-3529.5		
-3524.5		
-3519.5		
-3514.5		
-3509.5		
-3504.5		
-3499.5		
-3494.5		
-3489.5		
-3484.5		
-3479.5		
-3474.5		
-3469.5		
-3464.5		
-3459.5		
-3454.5		
-3449.5		
-3444.5		
-3439.5		
-3434.5		
-3429.5		
-3424.5		
-3419.5		
-3414.5		
-3409.5		
-3404.5		
-3399.5		
-3394.5		
-3389.5		
-3384.5		
-3379.5		
-3374.5		
-3369.5		
-3364.5		
-3359.5		
-3354.5		
-3349.5		
-3344.5		
-3339.5		
-3334.5		
